SKILL_20150317_000001	Атака	
SKILL_20150317_001234	Ур.1 Коэффициент атаки #{SkillFactor}#, Всплеск #{SkillSR}# Ур.2 Коэффициент атаки #{SkillFactor}#, Всплеск #{SkillSR}# Ур.3 Коэффициент атаки #{SkillFactor}#, Всплеск #{SkillSR}# Ур.4 Коэффициент атаки #{SkillFactor}#, Всплеск #{SkillSR}# Ур.5 Коэффициент атаки #{SkillFactor}#, Всплеск #{SkillSR}#
SKILL_20150317_001235	Накладывает [Проклятие] на цель и понижает защиту.
SKILL_20150317_001236	Ур.1 Защита, Сопротивление магии - #{CaptionRatio}#% {nl}Длительность #{CaptionTime}# секунд. Ур.2 Защита, Сопротивление магии - #{CaptionRatio}#% {nl}Длительность #{CaptionTime}# секунд. Ур. 3 Защита, Сопротивление магии - #{CaptionRatio}#% {nl}Длительность #{CaptionTime}# секунд Ур.4 Защита, Magic resistance - #{CaptionRatio}#% {nl}Длительность #{CaptionTime}# секунд Ур.5 Защита , Сопротивление магии - #{CaptionRatio}#% {nl}Длительность #{CaptionTime}# second
SKILL_20150317_001237	Наносит урон цели под [Проклятие]. Каждая 3-я атака наносит больший урон.
SKILL_20150317_001238	Ур.1 Коэффициент атаки #{SkillFactor}#, Коэффициент атаки каждая 3-я атака #{CaptionRatio}#{nl}Дистанция #{Arg1}# Ур.2 Коэффициент атаки #{SkillFactor}#, Коэффициент атаки каждая 3-я атака #{CaptionRatio}#{nl}Range #{Arg1}# Ур.3 Коэффициент атаки #{SkillFactor}#, Коеффициент Атаки every 3rd attack #{CaptionRatio}#{nl}Range #{Arg1}# Ур.4 Коеффициент Атаки #{SkillFactor}#, Коеффициент Атаки every 3rd attack #{CaptionRatio}#{nl}Range #{Arg1}# Ур.5 Коеффициент Атаки #{SkillFactor}#, Коеффициент Атаки every 3rd attack #{CaptionRatio}#{nl}Range #{Arg1}#
SKILL_20150317_001239	Inflict damage to nearby enemies by summoning an aura of [Addiction].
SKILL_20150317_001240	Ур.1 attack rate #{SkillFactor}# of damage every 0.5 секунд {nl}Длительность #{CaptionTime}# секунд Ур.2 Коэффициент атаки каждые #{SkillFactor}# урон каждые 0.5 секунд {nl}Длительность #{CaptionTime}# секунд Ур.3 Коэффициент атаки каждые #{SkillFactor}# of damage every 0.5 секунд {nl}Длительность #{CaptionTime}# секунд Ур.4 attack rate every #{SkillFactor}# of damage every 0.5 секунд {nl}Длительность #{CaptionTime}# секунд Ур.5 attack rate every #{SkillFactor}# of damage every 0.5 секунд {nl}Длительность #{CaptionTime}# секунд
SKILL_20150317_001241	Рисует Noir of War на земле. Союзники получают увеличение STR и INT  находясь на нем.
SKILL_20150317_001242	Ур.1 STR, INT + #{CaptionRatio2}#, Max. target #{CaptionRatio}#{nl} Skill duration #{CaptionTime}# секунд, длительность Эффекта 2 минуты Ур.2 STR, INT + #{CaptionRatio2}#, Макс. целей #{CaptionRatio}#{nl} Skill длительност #{CaptionTime}# секунд, длительность Эффекта 2 минуты  Ур.3 STR, INT + #{CaptionRatio2}#, Max. target #{CaptionRatio}#{nl} Skill duration #{CaptionTime}# секунд, Buff duration 2 minutes Ур.4 STR, INT+ #{CaptionRatio2}#, Max. target #{CaptionRatio}#{nl} Skill duration#{CaptionTime}# секунд, Buff duration 2 minutes Ур. 5 STR, INT + #{CaptionRatio2}#, Max. target #{CaptionRatio}#{nl} Skill duration #{CaptionTime}# секунд, Buff duration 2 minutes
SKILL_20150317_001243	Рисует Noir of Death на земле. Союзники получают увеличение CON и AGI находясь на нем.
SKILL_20150317_001244	Ур.1 CON, AGI +#{CaptionRatio2}#, Макс. Целей #{CaptionRatio}#{nl}Длительность Умения #{CaptionTime}# секунд, длительность Эффекта 2 минуты Ур.2 CON, AGI + #{CaptionRatio2}#, Max #{CaptionRatio}#{nl} Skill длительность #{CaptionTime}# секунд, длительность Эффекта 2 минуты Ур.3 CON, AGI +#{CaptionRatio2}#, Max. target #{CaptionRatio}#{nl} Skill duration #{CaptionTime}# секунд, Buff duration 2 minutes Ур.4 CON, AGI +#{CaptionRatio2}#, Max. target #{CaptionRatio}#{nl} Skill duration #{CaptionTime}# секунд, Buff duration 2 minutes Ур. 5 CON, AGI + #{CaptionRatio2}#, Max. target #{CaptionRatio}#{nl} Skill duration #{CaptionTime}# секунд, Buff duration 2 minutes
SKILL_20150317_001245	Currently in development
SKILL_20150317_001246	Призывает магический круг исцелающий союзников.
SKILL_20150317_001247	Marble
SKILL_20150317_001248	Black Hole
SKILL_20150317_001249	Change HP and SP and create defense shield.
SKILL_20150317_001250	Change HP and SP, Создает defense shield of #{CaptionTime}% of MHP for # секунд
SKILL_20150317_001251	Temporarily increase the attack and consumption of all skill SP.
SKILL_20150317_001252	Атака + #{CaptionRatio}#%{nl}SP consumed +50% {nl}Длительность 30 секунд{nl}Consume #{SpendSP}# SP
SKILL_20150317_001253	All the enemies of the target region and damage are collected in one place.
SKILL_20150317_001254	Длительность #{CaptionTime}# секунд, Defend 6 times, Max. target #{CaptionRatio}#
SKILL_20150317_001255	Surround target with powerful energy. Inflict damage to those nearby target.
SKILL_20150317_001256	Коеффициент Атаки #{SkillFactor}#, Splash #{SkillSR}#
SKILL_20150317_001257	Drop meteor around and inflict [Огонь] damage on enemies.
SKILL_20150317_001258	[Огонь] [Strike] Damage + #{SkillFactor}#{nl} meteor count #{CaptionRatio}#{nl} Dog Splash #{SkillSR}#{nl} consumption SP #{SpendSP}#
SKILL_20150317_001259	Замораживает врага.
SKILL_20150317_001260	Перезарядка
SKILL_20150317_001261	Поверните время союзников вспять. HP, SP, STA, Skill cool
SKILL_20150317_001262	Summon spirit that attacks while moving.
SKILL_20150317_001263	Use your own demon to inflict damage to nearby enemies.
SKILL_20150317_001264	Spirit receives all the damage of summoner.
SKILL_20150317_001265	Создает собственного клона и перемещения по области.
SKILL_20150317_001266	Накладывает эффект добавляющий скорость атаки
SKILL_20150317_001267	Make ground skill of enemies be usable by allies.
SKILL_20150317_001268	test
SKILL_20150317_001269	Multi Shot {nl} [Мульти Выстрел]
SKILL_20150317_001270	{#DD5500}{ol}[Физическая] - [Колющая]{/}{/}{nl}Быстрый огонь несколькими стрелами по местности.
SKILL_20150317_001271	Атака #{SkillAtkAdd}#{nl}Shoot #{CaptionRatio}# times
SKILL_20150317_001272	Full Draw{nl}[Полное Натяжение!]
SKILL_20150317_001273	{#DD5500}{ol}[Физическая] - [Колющая]{/}{/}{nl}Pull bowstring and shoot arrow straight through the enemy. Target becomes skewed.
SKILL_20150317_001274	Атака #{SkillAtkAdd}#{nl}{#339999}{ol}[Skew]{/}{/} Длительность #{CaptionTime}# секунд
SKILL_20150317_001275	Kneeling Shot
SKILL_20150317_001276	{#DD5500}{ol}[Физическая] - [Колющая]{/}{/} {nl}Kneel to increase attack speed, damage, and range.
SKILL_20150317_001277	Physical Damage + #{CaptionRatio}#{nl} Range + #{CaptionRatio2}#
SKILL_20150317_001278	Swift Step {nl} [Быстрый Шаг]
SKILL_20150317_001279	Повышает скорость передвижения во время атаки.
SKILL_20150317_001280	Moving Shot movement speed +#{SkillFactor}#% {nl} Защита - #{CaptionRatio}# {nl}Длительность #{CaptionTime}# секунд
SKILL_20150317_001281	Oblique Shot {nl}[Косой Выстрел]
SKILL_20150317_001282	{#DD5500}{ol}[Физическая] - [Колющая]{/}{/}{nl}Стрела отскакивает в других врагов поблизости.
SKILL_20150317_001283	Атака #{SkillAtkAdd}#{nl}Урон от Рекашета Стрелы #{CaptionRatio}#%
SKILL_20150317_001284	Barrage
SKILL_20150317_001285	{#DD5500}{ol}[Физическая] - [Колющая]{/}{/}{nl}Выстрел 5 стрелами в форме дуги по  земле.
SKILL_20150317_001286	High Anchoring
SKILL_20150317_001287	{#DD5500}{ol}[Физическая] - [Колющая]{/}{/}{nl}Pull bowstring strongly and shoot arrow that penetrages enemy in front.
SKILL_20150317_001288	Critical Shot
SKILL_20150317_001289	{#DD5500}{ol}[Физическая] - [Колющая]{/}{/}{nl}Shoot arrow to target with high chance of critical.
SKILL_20150317_001290	Атака #{SkillAtkAdd}#{nl}Additional Critical Chance 50%
SKILL_20150317_001291	Steady Aim
SKILL_20150317_001292	Attak power increase but attack speed decrease.
SKILL_20150317_001293	Additional Damage: +#{CaptionRatio}#{nl}Атака Speed: -#{CaptionRatio2}#% {nl}Длительность: 40 seconds
SKILL_20150317_001294	Time Bomb Arrow
SKILL_20150317_001295	{#DD5500}{ol}[Физическая] [Strike]{/}{/}{nl}Hang bomb on arrow and shoot.
SKILL_20150317_001296	Атака #{SkillAtkAdd}#{nl}Bomb duration 5 секунд
SKILL_20150317_001297	Bounce Shot
SKILL_20150317_001298	{#DD5500}{ol}[Физическая] - [Колющая]{/}{/}{nl}Shoot arrow that bolt nearby when target is killed with attack.
SKILL_20150317_001299	Arrow Sprinkle
SKILL_20150317_001300	{#DD5500}{ol}[Физический] - [Колющая]{/}{/}{nl}Jump backwards and shoot multiple arrows forward.
SKILL_20150317_001301	Атака #{SkillAtkAdd}#{nl}Атака 5 times
SKILL_20150317_001302	Spiral Arrow
SKILL_20150317_001303	Buffs your next attack to do an additional hit.
SKILL_20150317_001304	Continuous Attacks: #{CaptionRatio}#{nl}Duration: 10 seconds
SKILL_20150317_001305	Deploy Pavise
SKILL_20150317_001306	Install a Pavise on the ground to defend against projectiles.
SKILL_20150317_001307	Defend range projectile #{SkillFactor}# times{nl}Pavise duration #{CaptionTime}# секунд
SKILL_20150317_001308	Scatter Caltrops
SKILL_20150317_001309	{#DD5500}{ol}[Физический] - [Колющая]{/}{/}Throw caldrop on ground to damage and slow down enemies when stepping on it.
SKILL_20150317_001310	Атака #{SkillAtkAdd}#{nl}Throw #{CaptionRatio2}#{nl}Caldrop duration 20 секунд{nl}{#339999}{ol}[Slow]{/}{/} Длительность 10 секунд
